"city","country_iso","test_time","asn","packet_loss_rate","download_throughput_mbps","download_latency_ms","download_jitter","download_bytes","upload_throughput_mbps","upload_latency_ms","upload_jitter","upload_bytes"
"Guatemala City","GT","2025-05-07 16:40:01+02",14593,0.232,7.48439,53,8.84,69000000,8.40046,48,10.84,46800000
"Guatemala City","GT","2025-05-05 13:25:48+02",14593,0.0,6.37074,43,7.25,469000000,5.07991,36,12.52,46800000
"Guatemala City","GT","2025-05-05 13:30:43+02",14593,0.002,3.89693,74,13.72,469000000,3.84084,60,10.68,6800000
"Guatemala City","GT","2025-05-07 13:50:45+02",14593,0.323,4.29759,70,6.85,69000000,4.44517,55,7.87,6800000
"Guatemala City","GT","2025-05-07 13:53:36+02",14593,0.203,4.77766,57,11.9,169000000,4.36006,50,8.52,6800000
"Guatemala City","GT","2025-05-07 13:56:53+02",14593,0.177,5.14108,71,12.59,469000000,4.54466,51,8.35,6800000
"Guatemala City","GT","2025-05-07 13:58:10+02",14593,0.188,6.09226,75,12.38,169000000,5.46983,62,18.67,6800000
"Guatemala City","GT","2025-05-05 15:01:54+02",14593,0.005,9.57919,67,55.52,169000000,8.94521,40,5.12,46800000
"Guatemala City","GT","2025-05-05 15:15:24+02",14593,0.002,5.08309,66,10.65,169000000,5.25725,75,12.55,6800000
"Guatemala City","GT","2025-05-05 15:33:20+02",14593,0.0,4.50837,54,5.42,169000000,4.81877,59,12.17,6800000
"Guatemala City","GT","2025-05-06 11:48:50+02",14593,0.003,8.88043,159,250.09,469000000,8.45884,34,7.44,46800000
"Guatemala City","GT","2025-05-05 12:28:59+02",14593,0.075,4.7198,134,69.02,69000000,5.15323,48,10.42,6800000
"Guatemala City","GT","2025-05-06 13:03:15+02",14593,0.003,3.25365,51,8.04,69000000,3.6235,113,93.38,6800000
"Guatemala City","GT","2025-05-06 13:06:31+02",14593,0.0,5.46961,56,35.28,9000000,5.04851,62,49.86,46800000
"Guatemala City","GT","2025-05-06 13:08:43+02",14593,0.0,2.84905,42,7.21,69000000,2.94889,59,35.41,6800000
"Guatemala City","GT","2025-05-06 13:10:24+02",14593,0.003,4.88157,62,34.59,9000000,4.51099,80,78.79,6800000
"Guatemala City","GT","2025-05-07 17:56:46+02",14593,0.205,5.14747,129,124.38,169000000,4.74633,61,10.33,6800000
"Guatemala City","GT","2025-05-05 17:43:08+02",14593,0.008,3.74089,86,73.97,469000000,3.69367,49,7.66,6800000
"Guatemala City","GT","2025-05-05 16:19:16+02",14593,0.0,8.95752,77,63.18,469000000,9.65953,56,7.93,46800000
"Guatemala City","GT","2025-05-06 18:16:06+02",14593,0.191,4.91202,34,11.42,69000000,4.87843,56,9.41,6800000
"Guatemala City","GT","2025-05-07 15:01:08+02",14593,0.0,5.43433,129,103.1,169000000,4.64694,75,13.92,46800000
"Guatemala City","GT","2025-05-07 15:02:05+02",14593,0.088,5.89781,75,18.58,169000000,5.67207,78,12.13,6800000
"Guatemala City","GT","2025-05-07 15:08:38+02",14593,0.19,7.11797,59,14.08,469000000,6.70343,40,11.71,46800000
"Guatemala City","GT","2025-05-07 15:24:51+02",14593,0.193,10.53211,52,31.33,469000000,10.92937,49,8.09,46800000
"Guatemala City","GT","2025-05-07 15:26:40+02",14593,0.436,5.95592,115,66.89,69000000,5.85738,73,31.17,6800000
"Guatemala City","GT","2025-05-07 14:29:04+02",14593,0.166,7.97548,54,10.21,169000000,7.49692,39,4.16,46800000
"Guatemala City","GT","2025-05-07 14:54:47+02",14593,0.142,5.74455,105,86.92,169000000,5.96605,64,8.96,46800000
"Guatemala City","GT","2025-05-06 04:06:10+02",14754,0.069,19.1664,39,1.04,169000000,19.62388,52,29.04,46800000
"Guatemala City","GT","2025-05-06 04:23:15+02",14754,0.096,19.61169,36,0.66,169000000,19.49391,38,0.75,46800000
"Guatemala City","GT","2025-05-06 01:14:33+02",14754,0.0,16.77651,163,74.84,169000000,21.21205,108,15.09,46800000
"Guatemala City","GT","2025-05-06 01:21:24+02",14754,0.0,22.28561,121,42.33,169000000,21.57611,63,14.0,46800000
"Guatemala City","GT","2025-05-06 01:52:22+02",14754,0.011,27.11836,185,97.0,169000000,18.61976,132,74.47,46800000
"Wellington","NZ","2025-05-07 02:06:03+02",9790,0.0,150.31059,16,2.72,169000000,151.07489,18,2.81,146800000
"Christchurch","NZ","2025-05-06 12:15:47+02",9790,0.366,10.34246,543,1181.25,169000000,12.92798,574,1169.1,46800000
"Auckland","NZ","2025-05-05 00:00:56+02",55850,0.0,112.24716,31,12.99,4346242542,112.34647,122,67.06,1683664320
"Auckland","NZ","2025-05-06 07:56:37+02",9790,0.0,465.49893,26,18.91,469000000,466.85053,24,9.11,296800000
"Auckland","NZ","2025-05-07 00:30:44+02",9790,0.278,224.69367,20,10.17,469000000,222.70749,16,10.43,296800000
"Auckland","NZ","2025-05-05 01:12:48+02",9790,0.0,98.04916,6,2.18,469000000,98.79849,8,8.24,146800000
"Auckland","NZ","2025-05-06 04:38:13+02",14593,0.004,10.54233,55,25.5,169000000,8.30509,43,16.16,46800000
"Auckland","NZ","2025-05-07 00:00:58+02",55850,0.0,111.82332,44,16.54,4385899655,111.57546,101,58.69,1681821714
"Christchurch","NZ","2025-05-05 04:35:51+02",9790,0.0,100.48013,31,11.26,469000000,101.251,53,15.26,146800000
"Auckland","NZ","2025-05-05 03:58:10+02",9790,0.0,378.46376,3,1.26,969000000,386.14481,2,0.46,296800000
"Auckland","NZ","2025-05-07 19:01:44+02",9790,0.335,145.59799,19,2.27,169000000,143.65767,11,1.05,146800000
"Auckland","NZ","2025-05-05 04:21:50+02",9790,0.0,154.1249,12,1.34,969000000,158.68808,13,4.53,146800000
"Auckland","NZ","2025-05-07 02:20:18+02",14593,0.197,14.33302,57,37.06,469000000,15.77882,33,10.83,46800000
"Wellington","NZ","2025-05-07 02:25:13+02",9790,0.0,163.58983,23,14.87,169000000,163.08179,19,8.02,146800000
"Christchurch","NZ","2025-05-05 23:03:34+02",55850,0.0,356.52134,69,93.69,169000000,140.76553,21,2.55,46800000
"Auckland","NZ","2025-05-06 00:00:54+02",55850,0.0,9.73696,56,21.49,4436585812,104.25891,83,44.09,1175833802
"Auckland","NZ","2025-05-06 05:20:12+02",137409,0.0,85.96943,29,39.04,469000000,87.31428,9,3.02,146800000
"Auckland","NZ","2025-05-05 01:54:19+02",14593,0.0,2.89626,152,20.51,9000000,3.56708,100,8.5,6800000
"Christchurch","NZ","2025-05-06 04:02:46+02",9790,0.349,65.02503,381,725.9,469000000,22.57551,417,828.03,46800000
"Wellington","NZ","2025-05-07 02:24:54+02",9790,0.022,158.60815,17,4.09,169000000,159.34047,17,2.32,146800000
"Auckland","NZ","2025-05-07 18:55:48+02",9790,0.357,150.11627,24,3.78,169000000,144.05675,12,1.33,146800000
"Wellington","NZ","2025-05-07 02:21:37+02",9790,0.254,78.62187,68,23.0,169000000,80.69129,107,55.67,146800000
"Auckland","NZ","2025-05-07 01:46:23+02",135069,0.007,33.45827,106,121.05,69000000,46.94584,59,45.98,46800000
"Auckland","NZ","2025-05-05 03:56:31+02",9790,0.0,436.79475,2,0.64,969000000,402.10562,2,0.64,296800000
"Auckland","NZ","2025-05-07 07:01:47+02",9790,0.01,36.46621,29,11.26,469000000,23.69186,14,4.82,46800000
"Christchurch","NZ","2025-05-06 04:06:54+02",9790,0.349,19.09218,33,7.07,469000000,13.05117,353,625.16,46800000
"Auckland","NZ","2025-05-06 20:00:50+02",14593,0.0,14.23878,115,53.83,169000000,15.52757,35,8.23,46800000
"Hamilton","NZ","2025-05-06 03:13:27+02",45177,0.096,71.11736,78,64.21,169000000,72.68646,338,248.92,146800000
"Wellington","NZ","2025-05-07 02:16:49+02",9790,0.005,60.77344,78,67.88,169000000,66.56267,101,76.95,46800000
"Tairua","NZ","2025-05-07 22:36:23+02",45177,0.0,395.37981,5,1.79,969000000,412.96651,13,6.61,296800000
"Wellington","NZ","2025-05-06 22:16:23+02",55850,0.0,123.97882,33,27.94,969000000,124.57793,14,1.8,146800000
"Auckland","NZ","2025-05-05 01:18:26+02",9790,0.0,94.65335,7,3.96,469000000,96.54277,6,3.14,146800000
"Auckland","NZ","2025-05-05 01:15:52+02",9790,0.0,92.66647,37,39.25,169000000,94.26903,10,5.81,146800000
"Auckland","NZ","2025-05-05 01:14:18+02",9790,0.0,89.73152,22,12.49,169000000,91.53143,11,6.14,146800000
"Tairua","NZ","2025-05-07 22:35:38+02",45177,0.092,429.48013,6,2.84,969000000,434.87368,29,11.24,296800000
"Wellington","NZ","2025-05-07 02:15:58+02",9790,0.086,57.15057,66,28.65,169000000,63.18557,101,64.24,46800000
"Auckland","NZ","2025-05-07 07:01:31+02",9790,0.009,41.82521,21,9.06,169000000,32.70253,14,6.67,46800000
"Lodz","PL","2025-05-07 05:54:22+02",5617,0.0,236.8284,22,10.25,469000000,250.33764,55,81.62,296800000
"Gdansk","PL","2025-05-07 02:13:01+02",5617,0.0,165.01046,18,6.82,469000000,175.94677,7,1.46,296800000
"Legnica","PL","2025-05-05 01:25:38+02",5617,0.0,100.1835,20,5.57,469000000,101.34064,75,5.74,146800000
"Krakow","PL","2025-05-06 06:13:50+02",5617,0.0,0.84512,426,309.89,9000000,0.86926,2624,1363.01,6800000
"Krakow","PL","2025-05-06 06:15:22+02",5617,0.0,0.93748,NULL,0.0,9000000,0.93128,2080,1665.99,6800000
"Borki","PL","2025-05-06 06:37:16+02",5617,0.0,111.53271,56,21.66,69000000,118.3692,132,63.4,146800000
"Lodz","PL","2025-05-06 06:41:09+02",5617,0.0,228.20645,22,17.02,469000000,226.16294,52,76.9,296800000
"Kalisz","PL","2025-05-06 06:49:23+02",5617,0.0,304.46015,13,7.06,469000000,294.37648,5,0.81,296800000
"Krakow","PL","2025-05-06 06:55:31+02",5617,0.005,363.1064,20,7.56,969000000,313.28842,13,2.02,296800000
"Warsaw","PL","2025-05-05 07:33:25+02",5617,0.0,34.42077,3,0.3,469000000,41.97677,9,9.9,46800000
"Warsaw","PL","2025-05-06 12:49:43+02",5617,0.18,178.03625,22,11.6,469000000,179.17059,59,27.23,296800000
